timestamp,temperature,temperature_class,humidity,humidity_class
775442519,21.3,ambiante,68.5,confortable
775442522,21.3,ambiante,68.4,confortable
775442526,21.3,ambiante,68.4,confortable
775442529,21.3,ambiante,68.4,confortable
775442533,21.3,ambiante,68.4,confortable
775442537,21.3,ambiante,68.4,confortable
775442540,21.3,ambiante,68.4,confortable
775442544,21.3,ambiante,68.4,confortable
775442547,21.3,ambiante,68.4,confortable
775442551,21.3,ambiante,68.3,confortable
775442555,21.3,ambiante,68.3,confortable
775442558,21.3,ambiante,68.3,confortable
775442562,21.3,ambiante,68.3,confortable
775442565,21.3,ambiante,68.3,confortable
775442569,21.3,ambiante,68.3,confortable
775442573,21.3,ambiante,68.3,confortable
775442576,21.3,ambiante,68.4,confortable
775442580,21.3,ambiante,68.3,confortable
775442583,21.3,ambiante,68.4,confortable
775442587,21.3,ambiante,68.4,confortable
775442591,21.3,ambiante,68.3,confortable
775442594,21.3,ambiante,68.3,confortable
775442598,21.3,ambiante,68.3,confortable
775442601,21.3,ambiante,68.3,confortable
775442605,21.3,ambiante,68.3,confortable
775442609,21.3,ambiante,68.3,confortable
775442612,21.3,ambiante,68.3,confortable
775442616,21.3,ambiante,68.4,confortable
775442619,21.3,ambiante,68.5,confortable
775442623,21.3,ambiante,68.5,confortable
775442627,21.3,ambiante,68.5,confortable
775442630,21.3,ambiante,68.5,confortable
775442634,21.3,ambiante,68.5,confortable
775442637,21.3,ambiante,68.5,confortable
775442641,21.3,ambiante,68.5,confortable
775442645,21.3,ambiante,68.5,confortable
775442648,21.3,ambiante,68.5,confortable
775442652,21.3,ambiante,68.4,confortable
775442655,21.3,ambiante,68.4,confortable
775442659,21.3,ambiante,68.4,confortable
775442663,21.3,ambiante,68.4,confortable
775442666,21.3,ambiante,68.4,confortable
775442670,21.3,ambiante,68.4,confortable
775442673,21.3,ambiante,68.3,confortable
775442677,21.3,ambiante,68.3,confortable
775442681,21.3,ambiante,68.3,confortable
775442684,21.3,ambiante,68.4,confortable
775442688,21.3,ambiante,68.4,confortable
775442691,21.3,ambiante,68.4,confortable
775442695,21.3,ambiante,68.4,confortable
775442698,21.3,ambiante,68.4,confortable
775442702,21.2,ambiante,68.4,confortable
775442706,21.3,ambiante,68.4,confortable
775442709,21.3,ambiante,68.4,confortable
775442713,21.3,ambiante,68.4,confortable
775442716,21.3,ambiante,68.4,confortable
775442720,21.3,ambiante,68.4,confortable
775442724,21.2,ambiante,68.4,confortable
775442727,21.3,ambiante,68.4,confortable
775442731,21.3,ambiante,68.4,confortable
775442734,21.3,ambiante,68.4,confortable
775442738,21.3,ambiante,68.5,confortable
775442742,21.3,ambiante,68.6,confortable
775442745,21.2,ambiante,68.5,confortable
775442749,21.3,ambiante,68.6,confortable
775442752,21.3,ambiante,68.6,confortable
775442756,21.3,ambiante,68.5,confortable
775442760,21.3,ambiante,68.5,confortable
775442763,21.3,ambiante,68.5,confortable
775442767,21.3,ambiante,68.5,confortable
775442770,21.3,ambiante,68.5,confortable
775442774,21.3,ambiante,68.5,confortable
775442778,21.3,ambiante,68.5,confortable
775442781,21.3,ambiante,68.5,confortable
775442785,21.3,ambiante,68.5,confortable
775442788,21.3,ambiante,68.4,confortable
775442792,21.3,ambiante,68.5,confortable
775442796,21.3,ambiante,68.5,confortable
775442799,21.2,ambiante,68.4,confortable
775442803,21.3,ambiante,68.5,confortable
775442806,21.3,ambiante,68.5,confortable
775442810,21.3,ambiante,68.5,confortable
775442814,21.3,ambiante,68.5,confortable
775442817,21.3,ambiante,68.5,confortable
775442821,21.3,ambiante,68.5,confortable
775442824,21.3,ambiante,68.5,confortable
775442828,21.3,ambiante,68.5,confortable
775442832,21.3,ambiante,68.5,confortable
775442835,21.3,ambiante,68.5,confortable
775442839,21.3,ambiante,68.5,confortable
775442842,21.2,ambiante,68.4,confortable
775442846,21.3,ambiante,68.5,confortable
775442850,21.2,ambiante,68.5,confortable
775442853,21.2,ambiante,68.5,confortable
775442857,21.3,ambiante,68.6,confortable
775442860,21.3,ambiante,68.7,confortable
775442864,21.3,ambiante,68.7,confortable
775442868,21.3,ambiante,68.7,confortable
775442871,21.3,ambiante,68.7,confortable
775442875,21.2,ambiante,68.6,confortable
775442878,21.2,ambiante,68.6,confortable
775442882,21.3,ambiante,68.7,confortable
775442886,21.3,ambiante,68.7,confortable
775442889,21.3,ambiante,68.6,confortable
775442893,21.3,ambiante,68.6,confortable
775442896,21.3,ambiante,68.5,confortable
775442900,21.3,ambiante,68.5,confortable
775442904,21.3,ambiante,68.5,confortable
775442907,21.3,ambiante,68.5,confortable
775442911,21.2,ambiante,68.5,confortable
775442914,21.3,ambiante,68.6,confortable
775442918,21.3,ambiante,68.5,confortable
775442922,21.3,ambiante,68.5,confortable
775442925,21.3,ambiante,68.5,confortable
775442929,21.3,ambiante,68.5,confortable
775442932,21.2,ambiante,68.4,confortable
775442936,21.3,ambiante,68.5,confortable
775442940,21.3,ambiante,68.5,confortable
775442943,21.2,ambiante,68.4,confortable
775442947,21.2,ambiante,68.4,confortable
775442950,21.3,ambiante,68.4,confortable
775442954,21.2,ambiante,68.4,confortable
775442958,21.2,ambiante,68.4,confortable
775442961,21.2,ambiante,68.3,confortable
775442965,21.3,ambiante,68.4,confortable
775442968,21.3,ambiante,68.4,confortable
775442972,21.3,ambiante,68.4,confortable
775442975,21.2,ambiante,68.4,confortable
775442979,21.2,ambiante,68.4,confortable
775442983,21.2,ambiante,68.4,confortable
775442986,21.3,ambiante,68.5,confortable
775442990,21.3,ambiante,68.4,confortable
775442993,21.3,ambiante,68.5,confortable
775442997,21.2,ambiante,68.4,confortable
775443001,21.3,ambiante,68.5,confortable
775443004,21.2,ambiante,68.4,confortable
775443008,21.3,ambiante,68.5,confortable
775443011,21.3,ambiante,68.5,confortable
775443015,21.2,ambiante,68.4,confortable
775443019,21.2,ambiante,68.4,confortable
775443022,21.3,ambiante,68.5,confortable
775443026,21.3,ambiante,68.5,confortable
775443029,21.2,ambiante,68.4,confortable
775443033,21.2,ambiante,68.4,confortable
775443037,21.3,ambiante,68.5,confortable
775443040,21.2,ambiante,68.4,confortable
775443044,21.2,ambiante,68.4,confortable
775443047,21.2,ambiante,68.4,confortable
775443051,21.2,ambiante,68.4,confortable
775443055,21.2,ambiante,68.4,confortable
775443058,21.2,ambiante,68.4,confortable
775443062,21.2,ambiante,68.4,confortable
775443065,21.2,ambiante,68.4,confortable
775443069,21.2,ambiante,68.4,confortable
775443073,21.2,ambiante,68.4,confortable
775443076,21.2,ambiante,68.4,confortable
775443080,21.2,ambiante,68.4,confortable
775443083,21.2,ambiante,68.4,confortable
775443087,21.3,ambiante,68.4,confortable
775443091,21.3,ambiante,68.5,confortable
775443094,21.2,ambiante,68.4,confortable
775443098,21.2,ambiante,68.4,confortable
775443101,21.3,ambiante,68.5,confortable
775443105,21.3,ambiante,68.5,confortable
775443109,21.2,ambiante,68.4,confortable
775443112,21.3,ambiante,68.5,confortable
775443116,21.2,ambiante,68.4,confortable
775443119,21.3,ambiante,68.5,confortable
775443123,21.2,ambiante,68.4,confortable
775443127,21.3,ambiante,68.5,confortable
775443130,21.3,ambiante,68.5,confortable
775443134,21.2,ambiante,68.4,confortable
775443137,21.2,ambiante,68.5,confortable
775443141,21.2,ambiante,68.4,confortable
775443145,21.2,ambiante,68.5,confortable
775443148,21.2,ambiante,68.5,confortable
775443152,21.2,ambiante,68.6,confortable
775443155,21.3,ambiante,68.7,confortable
775443159,21.2,ambiante,68.6,confortable
775443163,21.2,ambiante,68.6,confortable
775443166,21.2,ambiante,68.6,confortable
775443170,21.2,ambiante,68.6,confortable
775443173,21.2,ambiante,68.6,confortable
775443177,21.2,ambiante,68.6,confortable
775443181,21.2,ambiante,68.6,confortable
775443184,21.2,ambiante,68.6,confortable
775443188,21.2,ambiante,68.5,confortable
775443191,21.2,ambiante,68.6,confortable
775443195,21.3,ambiante,68.7,confortable
775443199,21.3,ambiante,68.6,confortable
775443202,21.2,ambiante,68.5,confortable
775443206,21.2,ambiante,68.6,confortable
775443209,21.2,ambiante,68.6,confortable
775443213,21.2,ambiante,68.6,confortable
775443216,21.2,ambiante,68.6,confortable
775443220,21.2,ambiante,68.6,confortable
775443224,21.3,ambiante,68.7,confortable
775443227,21.2,ambiante,68.6,confortable
775443231,21.2,ambiante,68.6,confortable
775443234,21.2,ambiante,68.6,confortable
775443238,21.2,ambiante,68.5,confortable
775443242,21.2,ambiante,68.5,confortable
775443245,21.2,ambiante,68.5,confortable
775443249,21.2,ambiante,68.5,confortable
775443252,21.2,ambiante,68.4,confortable
775443256,21.2,ambiante,68.4,confortable
775443260,21.2,ambiante,68.4,confortable
775443263,21.2,ambiante,68.4,confortable
775443267,21.2,ambiante,68.4,confortable
775443270,21.2,ambiante,68.4,confortable
775443274,21.2,ambiante,68.4,confortable
775443278,21.2,ambiante,68.4,confortable
775443281,21.2,ambiante,68.4,confortable
775443285,21.2,ambiante,68.4,confortable
775443288,21.2,ambiante,68.3,confortable
775443292,21.2,ambiante,68.3,confortable
775443296,21.2,ambiante,68.4,confortable
775443299,21.2,ambiante,68.4,confortable
775443303,21.2,ambiante,68.4,confortable
775443306,21.2,ambiante,68.4,confortable
775443310,21.2,ambiante,68.4,confortable
775443314,21.2,ambiante,68.4,confortable
775443317,21.2,ambiante,68.5,confortable
775443321,21.2,ambiante,68.5,confortable
775443324,21.2,ambiante,68.5,confortable
775443328,21.2,ambiante,68.6,confortable
775443332,21.2,ambiante,68.6,confortable
775443335,21.3,ambiante,68.7,confortable
775443339,21.2,ambiante,68.6,confortable
775443342,21.2,ambiante,68.6,confortable
775443346,21.2,ambiante,68.6,confortable
775443350,21.2,ambiante,68.6,confortable
775443353,21.2,ambiante,68.6,confortable
775443357,21.2,ambiante,68.6,confortable
775443360,21.2,ambiante,68.6,confortable
775443364,21.2,ambiante,68.6,confortable
775443368,21.2,ambiante,68.6,confortable
775443371,21.2,ambiante,68.6,confortable
775443375,21.2,ambiante,68.6,confortable
775443378,21.2,ambiante,68.6,confortable
775443382,21.2,ambiante,68.6,confortable
775443386,21.2,ambiante,68.6,confortable
775443389,21.2,ambiante,68.6,confortable
775443393,21.2,ambiante,68.6,confortable
775443396,21.2,ambiante,68.6,confortable
775443400,21.2,ambiante,68.6,confortable
775443404,21.2,ambiante,68.6,confortable
775443407,21.2,ambiante,68.7,confortable
775443411,21.2,ambiante,68.7,confortable
775443414,21.2,ambiante,68.7,confortable
775443418,21.2,ambiante,68.7,confortable
775443422,21.2,ambiante,68.6,confortable
775443425,21.2,ambiante,68.6,confortable
775443429,21.2,ambiante,68.7,confortable
775443432,21.2,ambiante,68.7,confortable
775443436,21.2,ambiante,68.7,confortable
775443440,21.2,ambiante,68.7,confortable
775443443,21.2,ambiante,68.7,confortable
775443447,21.2,ambiante,68.8,confortable
775443450,21.2,ambiante,68.8,confortable
775443454,21.2,ambiante,68.8,confortable
775443458,21.2,ambiante,68.8,confortable
775443461,21.2,ambiante,68.8,confortable
775443465,21.2,ambiante,68.7,confortable
775443468,21.2,ambiante,68.7,confortable
775443472,21.2,ambiante,68.6,confortable
775443476,21.2,ambiante,68.6,confortable
775443479,21.2,ambiante,68.6,confortable
775443483,21.2,ambiante,68.6,confortable
775443486,21.2,ambiante,68.5,confortable
775443490,21.2,ambiante,68.5,confortable
775443494,21.2,ambiante,68.5,confortable
775443497,21.2,ambiante,68.5,confortable
775443501,21.2,ambiante,68.5,confortable
775443504,21.2,ambiante,68.5,confortable
775443508,21.2,ambiante,68.6,confortable
775443512,21.2,ambiante,68.6,confortable
775443515,21.2,ambiante,68.6,confortable
775443519,21.2,ambiante,68.6,confortable
775443522,21.2,ambiante,68.6,confortable
775443526,21.2,ambiante,68.6,confortable
775443529,21.2,ambiante,68.5,confortable
775443533,21.2,ambiante,68.5,confortable
775443537,21.2,ambiante,68.5,confortable
775443540,21.2,ambiante,68.4,confortable
775443544,21.2,ambiante,68.5,confortable
775443547,21.2,ambiante,68.5,confortable
775443551,21.2,ambiante,68.5,confortable
775443555,21.2,ambiante,68.5,confortable
775443558,21.2,ambiante,68.5,confortable
775443562,21.2,ambiante,68.6,confortable
775443565,21.2,ambiante,68.6,confortable
775443569,21.2,ambiante,68.6,confortable
775443573,21.2,ambiante,68.6,confortable
775443576,21.2,ambiante,68.6,confortable
775443580,21.2,ambiante,68.6,confortable
775443583,21.2,ambiante,68.6,confortable
775443587,21.2,ambiante,68.6,confortable
775443591,21.2,ambiante,68.6,confortable
775443594,21.2,ambiante,68.7,confortable
775443598,21.2,ambiante,68.6,confortable
775443601,21.2,ambiante,68.6,confortable
775443605,21.2,ambiante,68.7,confortable
775443609,21.2,ambiante,68.6,confortable
775443612,21.2,ambiante,68.6,confortable
775443616,21.2,ambiante,68.6,confortable
775443619,21.2,ambiante,68.6,confortable
775443623,21.2,ambiante,68.6,confortable
775443627,21.2,ambiante,68.6,confortable
775443630,21.2,ambiante,68.6,confortable
775443634,21.2,ambiante,68.6,confortable
775443637,21.2,ambiante,68.6,confortable
775443641,21.2,ambiante,68.6,confortable
775443645,21.2,ambiante,68.6,confortable
775443648,21.2,ambiante,68.6,confortable
775443652,21.2,ambiante,68.6,confortable
775443655,21.2,ambiante,68.6,confortable
775443659,21.2,ambiante,68.6,confortable
775443663,21.2,ambiante,68.6,confortable
775443666,21.2,ambiante,68.6,confortable
775443670,21.2,ambiante,68.6,confortable
775443673,21.2,ambiante,68.6,confortable
775443677,21.2,ambiante,68.6,confortable
775443681,21.2,ambiante,68.6,confortable
775443684,21.2,ambiante,68.6,confortable
775443688,21.2,ambiante,68.6,confortable
775443691,21.2,ambiante,68.6,confortable
775443695,21.2,ambiante,68.6,confortable
775443699,21.2,ambiante,68.5,confortable
775443702,21.2,ambiante,68.5,confortable
775443706,21.2,ambiante,68.5,confortable
775443709,21.2,ambiante,68.5,confortable
775443713,21.2,ambiante,68.5,confortable
775443717,21.2,ambiante,68.5,confortable
775443720,21.2,ambiante,68.5,confortable
775443724,21.2,ambiante,68.5,confortable
775443727,21.2,ambiante,68.5,confortable
775443731,21.2,ambiante,68.5,confortable
775443735,21.2,ambiante,68.4,confortable
775443738,21.2,ambiante,68.5,confortable
775443742,21.2,ambiante,68.5,confortable
775443745,21.2,ambiante,68.6,confortable
775443749,21.2,ambiante,68.6,confortable
775443753,21.2,ambiante,68.6,confortable
775443756,21.2,ambiante,68.6,confortable
775443760,21.2,ambiante,68.6,confortable
775443763,21.2,ambiante,68.6,confortable
775443767,21.2,ambiante,68.7,confortable
775443771,21.2,ambiante,68.7,confortable
775443774,21.2,ambiante,68.7,confortable
775443778,21.2,ambiante,68.7,confortable
775443781,21.2,ambiante,68.7,confortable
775443785,21.2,ambiante,68.6,confortable
775443788,21.2,ambiante,68.6,confortable
775443792,21.2,ambiante,68.6,confortable
775443796,21.2,ambiante,68.6,confortable
775443799,21.2,ambiante,68.6,confortable
775443803,21.2,ambiante,68.6,confortable
775443806,21.2,ambiante,68.6,confortable
775443810,21.2,ambiante,68.6,confortable
775443814,21.2,ambiante,68.6,confortable
775443817,21.2,ambiante,68.6,confortable
775443821,21.2,ambiante,68.6,confortable
775443824,21.2,ambiante,68.6,confortable
775443828,21.2,ambiante,68.6,confortable
775443832,21.2,ambiante,68.6,confortable
775443835,21.2,ambiante,68.5,confortable
775443839,21.2,ambiante,68.6,confortable
775443842,21.2,ambiante,68.6,confortable
775443846,21.2,ambiante,68.6,confortable
775443850,21.2,ambiante,68.6,confortable
775443853,21.2,ambiante,68.7,confortable
775443857,21.2,ambiante,68.7,confortable
775443860,21.2,ambiante,68.7,confortable
775443864,21.2,ambiante,68.7,confortable
775443868,21.2,ambiante,68.7,confortable
775443871,21.2,ambiante,68.7,confortable
775443875,21.2,ambiante,68.7,confortable
775443878,21.2,ambiante,68.7,confortable
775443882,21.2,ambiante,68.7,confortable
775443886,21.2,ambiante,68.7,confortable
775443889,21.2,ambiante,68.7,confortable
775443893,21.2,ambiante,68.6,confortable
775443896,21.2,ambiante,68.6,confortable
775443900,21.2,ambiante,68.6,confortable
775443904,21.2,ambiante,68.6,confortable
775443907,21.2,ambiante,68.6,confortable
775443911,21.2,ambiante,68.6,confortable
775443914,21.2,ambiante,68.6,confortable
775443918,21.2,ambiante,68.7,confortable
775443922,21.2,ambiante,68.6,confortable
775443925,21.2,ambiante,68.6,confortable
775443929,21.2,ambiante,68.6,confortable
775443932,21.2,ambiante,68.6,confortable
775443936,21.2,ambiante,68.6,confortable
775443940,21.2,ambiante,68.6,confortable
775443943,21.2,ambiante,68.6,confortable
775443947,21.2,ambiante,68.6,confortable
775443950,21.2,ambiante,68.6,confortable
775443954,21.2,ambiante,68.6,confortable
775443958,21.2,ambiante,68.6,confortable
775443961,21.2,ambiante,68.6,confortable
775443965,21.2,ambiante,68.6,confortable
775443968,21.2,ambiante,68.6,confortable
775443972,21.2,ambiante,68.6,confortable
775443976,21.2,ambiante,68.6,confortable
775443979,21.2,ambiante,68.6,confortable
775443983,21.2,ambiante,68.6,confortable
775443986,21.2,ambiante,68.6,confortable
775443990,21.1,ambiante,68.6,confortable
775443994,21.2,ambiante,68.6,confortable
775443997,21.2,ambiante,68.6,confortable
775444001,21.2,ambiante,68.6,confortable
775444004,21.2,ambiante,68.6,confortable
775444008,21.2,ambiante,68.6,confortable
775444012,21.1,ambiante,68.5,confortable
775444015,21.2,ambiante,68.6,confortable
775444019,21.2,ambiante,68.6,confortable
775444022,21.2,ambiante,68.6,confortable
775444026,21.1,ambiante,68.5,confortable
775444030,21.2,ambiante,68.5,confortable
775444033,21.2,ambiante,68.6,confortable
775444037,21.2,ambiante,68.6,confortable
775444040,21.1,ambiante,68.5,confortable
775444044,21.1,ambiante,68.5,confortable
775444048,21.1,ambiante,68.5,confortable
775444051,21.2,ambiante,68.5,confortable
775444055,21.1,ambiante,68.5,confortable
775444058,21.2,ambiante,68.6,confortable
775444062,21.1,ambiante,68.5,confortable
775444065,21.2,ambiante,68.6,confortable
775444069,21.2,ambiante,68.6,confortable
775444073,21.1,ambiante,68.5,confortable
775444076,21.2,ambiante,68.6,confortable
775444080,21.1,ambiante,68.5,confortable
775444083,21.1,ambiante,68.5,confortable
775444087,21.2,ambiante,68.6,confortable
775444091,21.2,ambiante,68.6,confortable
775444094,21.2,ambiante,68.6,confortable
775444098,21.1,ambiante,68.5,confortable
775444101,21.1,ambiante,68.5,confortable
775444105,21.2,ambiante,68.5,confortable
775444109,21.1,ambiante,68.5,confortable
775444112,21.2,ambiante,68.5,confortable
775444116,21.2,ambiante,68.5,confortable
775444119,21.2,ambiante,68.6,confortable
775444123,21.1,ambiante,68.5,confortable
775444127,21.2,ambiante,68.6,confortable
775444130,21.2,ambiante,68.6,confortable
775444134,21.1,ambiante,68.5,confortable
775444137,21.1,ambiante,68.5,confortable
775444141,21.1,ambiante,68.5,confortable
775444145,21.1,ambiante,68.5,confortable
775444148,21.1,ambiante,68.5,confortable
775444152,21.2,ambiante,68.6,confortable
775444155,21.2,ambiante,68.6,confortable
775444159,21.1,ambiante,68.5,confortable
775444163,21.1,ambiante,68.5,confortable
775444166,21.2,ambiante,68.6,confortable
775444170,21.1,ambiante,68.5,confortable
775444173,21.1,ambiante,68.5,confortable
775444177,21.2,ambiante,68.6,confortable
775444181,21.1,ambiante,68.6,confortable
775444184,21.1,ambiante,68.6,confortable
775444188,21.1,ambiante,68.6,confortable
775444191,21.2,ambiante,68.7,confortable
775444195,21.1,ambiante,68.6,confortable
775444199,21.1,ambiante,68.6,confortable
775444202,21.1,ambiante,68.6,confortable
775444206,21.2,ambiante,68.7,confortable
775444209,21.1,ambiante,68.6,confortable
775444213,21.1,ambiante,68.6,confortable
775444217,21.1,ambiante,68.6,confortable
775444220,21.1,ambiante,68.6,confortable
775444224,21.1,ambiante,68.6,confortable
775444227,21.1,ambiante,68.6,confortable
775444231,21.2,ambiante,68.7,confortable
775444235,21.1,ambiante,68.7,confortable
775444238,21.2,ambiante,68.7,confortable
775444242,21.1,ambiante,68.7,confortable
775444245,21.1,ambiante,68.7,confortable
775444249,21.1,ambiante,68.7,confortable
775444253,21.1,ambiante,68.6,confortable
775444256,21.2,ambiante,68.6,confortable
775444260,21.1,ambiante,68.6,confortable
775444263,21.1,ambiante,68.6,confortable
775444267,21.1,ambiante,68.6,confortable
775444271,21.1,ambiante,68.6,confortable
775444274,21.1,ambiante,68.6,confortable
775444278,21.2,ambiante,68.6,confortable
775444281,21.1,ambiante,68.6,confortable
775444285,21.1,ambiante,68.6,confortable
775444289,21.1,ambiante,68.6,confortable
775444292,21.1,ambiante,68.5,confortable
775444296,21.1,ambiante,68.5,confortable
775444299,21.1,ambiante,68.5,confortable
775444303,21.1,ambiante,68.5,confortable
775444307,21.1,ambiante,68.5,confortable
775444310,21.1,ambiante,68.5,confortable
775444314,21.1,ambiante,68.5,confortable
775444317,21.1,ambiante,68.5,confortable
775444321,21.1,ambiante,68.5,confortable
775444325,21.1,ambiante,68.6,confortable
775444328,21.1,ambiante,68.6,confortable
775444332,21.1,ambiante,68.7,confortable
775444335,21.1,ambiante,68.7,confortable
775444339,21.1,ambiante,68.7,confortable
775444343,21.1,ambiante,68.6,confortable
775444346,21.1,ambiante,68.6,confortable
775444350,21.1,ambiante,68.6,confortable
775444353,21.1,ambiante,68.7,confortable
775444357,21.1,ambiante,68.6,confortable
775444360,21.1,ambiante,68.6,confortable
775444364,21.1,ambiante,68.7,confortable
775444368,21.1,ambiante,68.6,confortable
775444371,21.1,ambiante,68.6,confortable
775444375,21.1,ambiante,68.6,confortable
775444378,21.1,ambiante,68.6,confortable
775444382,21.1,ambiante,68.6,confortable
775444386,21.1,ambiante,68.6,confortable
775444389,21,ambiante,68.6,confortable
775444393,21.1,ambiante,68.6,confortable
775444396,21.1,ambiante,68.6,confortable
775444400,21.1,ambiante,68.6,confortable
775444404,21.1,ambiante,68.6,confortable
775444407,21.1,ambiante,68.6,confortable
775444411,21.1,ambiante,68.6,confortable
775444414,21.1,ambiante,68.6,confortable
775444418,21.1,ambiante,68.6,confortable
775444422,21.1,ambiante,68.6,confortable
775444425,21.1,ambiante,68.6,confortable
775444429,21.1,ambiante,68.6,confortable
775444432,21.1,ambiante,68.7,confortable
775444436,21.1,ambiante,68.7,confortable
775444440,21.1,ambiante,68.7,confortable
775444443,21.1,ambiante,68.7,confortable
775444447,21.1,ambiante,68.7,confortable
775444450,21.1,ambiante,68.7,confortable
775444454,21.1,ambiante,68.7,confortable
775444458,21.1,ambiante,68.7,confortable
775444461,21.1,ambiante,68.6,confortable
775444465,21.1,ambiante,68.6,confortable
775444468,21.1,ambiante,68.6,confortable
775444472,21.1,ambiante,68.6,confortable
775444476,21.1,ambiante,68.6,confortable
775444479,21.1,ambiante,68.5,confortable
775444483,21.1,ambiante,68.5,confortable
775444486,21.1,ambiante,68.6,confortable
775444490,21.1,ambiante,68.6,confortable
775444494,21.1,ambiante,68.5,confortable
775444497,21.1,ambiante,68.6,confortable
775444501,21.1,ambiante,68.6,confortable
775444504,21.1,ambiante,68.6,confortable
775444508,21.1,ambiante,68.6,confortable
775444512,21.1,ambiante,68.6,confortable
775444515,21.1,ambiante,68.7,confortable
775444519,21.1,ambiante,68.7,confortable
775444522,21.1,ambiante,68.7,confortable
775444526,21.1,ambiante,68.7,confortable
775444530,21.1,ambiante,68.7,confortable
775444533,21.1,ambiante,68.7,confortable
775444537,21.1,ambiante,68.7,confortable
775444540,21.1,ambiante,68.7,confortable
775444544,21.1,ambiante,68.7,confortable
775444548,21.1,ambiante,68.7,confortable
775444551,21.1,ambiante,68.7,confortable
775444555,21.1,ambiante,68.7,confortable
775444558,21.1,ambiante,68.7,confortable
775444562,21.1,ambiante,68.7,confortable
775444566,21.1,ambiante,68.7,confortable
775444569,21.1,ambiante,68.7,confortable
775444573,21.1,ambiante,68.7,confortable
775444576,21.1,ambiante,68.7,confortable
775444580,21.1,ambiante,68.7,confortable
775444584,21.1,ambiante,68.7,confortable
775444587,21.1,ambiante,68.7,confortable
775444591,21.1,ambiante,68.7,confortable
775444594,21.1,ambiante,68.7,confortable
775444598,21.1,ambiante,68.7,confortable
775444602,21.1,ambiante,68.7,confortable
775444605,21.1,ambiante,68.6,confortable
775444609,21.1,ambiante,68.6,confortable
775444612,21.1,ambiante,68.6,confortable
775444616,21.1,ambiante,68.6,confortable
775444620,21.1,ambiante,68.7,confortable
775444623,21.1,ambiante,68.7,confortable
775444627,21.1,ambiante,68.7,confortable
775444630,21.1,ambiante,68.7,confortable
775444634,21.1,ambiante,68.7,confortable
775444637,21.1,ambiante,68.7,confortable
775444641,21.1,ambiante,68.7,confortable
775444645,21.1,ambiante,68.7,confortable
775444648,21.1,ambiante,68.7,confortable
775444652,21.1,ambiante,68.8,confortable
775444655,21.1,ambiante,68.8,confortable
775444659,21.1,ambiante,68.8,confortable
775444663,21.1,ambiante,68.8,confortable
775444666,21.1,ambiante,68.8,confortable
775444670,21.1,ambiante,68.8,confortable
775444673,21.1,ambiante,68.8,confortable
775444677,21.1,ambiante,68.8,confortable
775444681,21.1,ambiante,68.8,confortable
775444684,21.1,ambiante,68.8,confortable
775444688,21.1,ambiante,68.8,confortable
775444691,21.1,ambiante,68.8,confortable
775444695,21.1,ambiante,68.8,confortable
775444699,21.1,ambiante,68.8,confortable
775444702,21.1,ambiante,68.7,confortable
775444706,21.1,ambiante,68.7,confortable
775444709,21.1,ambiante,68.7,confortable
775444713,21.1,ambiante,68.7,confortable
775444717,21.1,ambiante,68.7,confortable
775444720,21.1,ambiante,68.7,confortable
775444724,21.1,ambiante,68.7,confortable
775444727,21.1,ambiante,68.7,confortable
775444731,21.1,ambiante,68.7,confortable
775444735,21.1,ambiante,68.7,confortable
775444738,21.1,ambiante,68.7,confortable
775444742,21.1,ambiante,68.7,confortable
775444745,21.1,ambiante,68.7,confortable
775444749,21.1,ambiante,68.7,confortable
775444753,21.1,ambiante,68.7,confortable
775444756,21.1,ambiante,68.7,confortable
775444760,21.1,ambiante,68.7,confortable
775444763,21,ambiante,68.7,confortable
775444767,21.1,ambiante,68.7,confortable
775444771,21.1,ambiante,68.7,confortable
775444774,21.1,ambiante,68.7,confortable
775444778,21.1,ambiante,68.7,confortable
775444781,21.1,ambiante,68.7,confortable
775444785,21.1,ambiante,68.7,confortable
775444789,21.1,ambiante,68.7,confortable
775444792,21.1,ambiante,68.7,confortable
775444796,21.1,ambiante,68.7,confortable
775444799,21.1,ambiante,68.7,confortable
775444803,21.1,ambiante,68.7,confortable
775444807,21.1,ambiante,68.7,confortable
775444810,21.1,ambiante,68.8,confortable
775444814,21.1,ambiante,68.8,confortable
775444817,21.1,ambiante,68.8,confortable
775444821,21.1,ambiante,68.7,confortable
775444825,21.1,ambiante,68.7,confortable
775444828,21.1,ambiante,68.7,confortable
775444832,21.1,ambiante,68.7,confortable
775444835,21.1,ambiante,68.7,confortable
775444839,21.1,ambiante,68.8,confortable
775444843,21.1,ambiante,68.8,confortable
775444846,21.1,ambiante,68.8,confortable
775444850,21.1,ambiante,68.8,confortable
775444853,21.1,ambiante,68.9,confortable
775444857,21,ambiante,68.8,confortable
775444861,21.1,ambiante,68.8,confortable
775444864,21.1,ambiante,68.9,confortable
775444868,21.1,ambiante,68.9,confortable
775444871,21.1,ambiante,68.9,confortable
775444875,21.1,ambiante,68.8,confortable
775444879,21,ambiante,68.8,confortable
775444882,21.1,ambiante,68.8,confortable
775444886,21.1,ambiante,68.8,confortable
775444889,21,ambiante,68.7,confortable
775444893,21.1,ambiante,68.8,confortable
775444896,21,ambiante,68.7,confortable
775444900,21,ambiante,68.7,confortable
775444904,21.1,ambiante,68.8,confortable
775444907,21,ambiante,68.8,confortable
775444911,21.1,ambiante,68.8,confortable
